tweet,spacy_cleaned_tweet,sentiment,target
Tomorrow is the only pool part at night to b at with @dimitirivegas AND @likemike. Splash Dance @SurrenderVegas,tomorrow pool part night b splash dance,positive,1
Tomorrow is the Big Day! Discount Prices on Botox and Juvederm! Call and make an appointment! http://t.co/L82XnY9P #botox #juvederm #madison,tomorrow big day discount price botox juvederm call make appointment botox juvederm madison,positive,1
Elite: Dangerous available on Xbox One October 6th: Elite: Dangerous was first announced as coming to the Xbox... http://t.co/xCo0xOoXew,elite dangerous available xbox one october 6th elite dangerous first announce xbox ...,positive,1
@Harry_Styles I went to the WWA tour on August 19th and it was so amazing &lt;3 I hope you guys come back again :) I love you...,go wwa tour august 19th amazing <3 hope guy back :) love ...,positive,1
Cate Blanchett leads the winners at the 5th annual AACTA Awards | Daily Mail Online https://t.co/r4M1JzM0BB,cate blanchett lead winner 5th annual aacta award daily mail online,positive,1
"Let us pray for Christians who are victims of persecution, so that they may know how to respond to evil with good. Pope Francis",let pray christian victim persecution may know respond evil good pope francis,positive,1
I need to get up early tomorrow and finally see Ant-Man.  My local cinema only has one showing and it is just after 12pm.,need get early tomorrow finally see ant local cinema one showing 12 p.m.,positive,1
Carlos Marin on fb 16 September 2012 Thanks you Salzburg for such beautiful Il Divo concert yesterday xxx Gracias... http://t.co/hgOWYa38,carlos marin fb 16 september 2012 thank salzburg beautiful divo concert yesterday xxx gracias ...,positive,1
@solometal76 @greenwood_gavin @trinilee11  Nothing wrong with a little Iron Maiden on a Saturday night.,nothing wrong little iron maiden saturday night,positive,1
"@jharrison9292 target acquired, tom brady, thursday night, you get fined, i will start a gofundme page to pay it for you :p &lt;3",target acquire tom brady thursday night get fin start gofundme page pay :p <3,positive,1
@thedylanholland you should totally come and perform in Houston and while your at it come and visit the Houston Rodeo in March :),totally perform houston visit houston rodeo march :),positive,1
"https://t.co/Haakgrb270 Sunday talking about Shakespeare class at Oxford U. Go, Bard! Here is hall from Harry Potter http://t.co/0HMRS3KS3H",sunday talk shakespeare class oxford go bard hall harry potter,positive,1
such a good ending to SHARKNADO 3!  YOU DECIDE BY TWITTER HASHTAG IF APRIL LIVES OR DIES!  the answer will be... http://t.co/9xIQwd7afq,good ending sharknado 3 decide twitter hashtag april live answer ...,positive,1
I can't even begin to tell you how excited I am to go see AC/DC tomorrow http://t.co/APSkCbG9Wx,even begin tell excited go see ac dc tomorrow,positive,1
"Doom metal legends SUN O))) have announced an Australian Tour for this October with ""post-everything"" act @Pelicansong http://t.co/csBUKN12",doom metal legend sun announce australian tour october post everything act,positive,1
did @MuhamedSacirbey ever meet @KristNovoselic ? was so proud to be a Nirvana fan when they did the benefit gig in april 93 @livenirvana,ever meet proud nirvana fan benefit gig april 93,positive,1
can I just wake up tomorrow and find Justin Bieber under my tree,wake tomorrow find justin bieber tree,positive,1
"Just posted my video from my trip to Milan for the MTV EMAs back in October. It's pretty cool. I mean, I'd watch... https://t.co/WVvbzS89qC",post video trip milan mtv emas back october pretty cool mean would watch ...,positive,1
Eid is a day to wish and make merry together. May your life be full of such great days! Wish you all splendors of this beautiful E,eid day wish make merry together may life full great day wish splendor beautiful,positive,1
Good Morning! Who is up with the sun? Starting my morning routine with some Yoga. What do you all do to make it a great day?,good morning sun start morning routine yoga make great day,positive,1
@trucker_squigz @Microsoft @MISpeedway @nationwide88 Cant wait to see you up here. I will be at the race on sun,wait see race sun,positive,1
@Scalpium Moto G is a great phone for the price. It does everything people do on their phone for 1/3rd of the price of a iPhone and S-number,moto g great phone price everything people phone 1/3 rd price iphone number,positive,1
gotta say @seannmileymoore did WOW me saturday with david bowie very theatrical he let the song speak for itself i am now a fan of his :D,get say wow saturday david bowie theatrical let song speak fan,positive,1
"Koski :: CNN amends debate criteria, Carly Fiorina may get in: The organizers of the next Republican president... http://t.co/1YpJFXSi5M",koski cnn amend debate criterion carly fiorina may get organizer next republican president ...,positive,1
"@MaverickManiacs I know, it went from way too far off to here. I'll see IUPUI at Maryland on Jan 1, just excited to go back to Baltimore lol",know go way far see iupui maryland jan 1 excited go back baltimore lol,positive,1
@Mirna_elhelbawi I'll do the same in november :) budapest &amp; milan Enjoy a lot,november :) budapest milan enjoy lot,positive,1
i may or may not be driving an hour and a half just to see the WWAT film but i know it will be 100% worth it,may may drive hour half see wwat film know 100 worth,positive,1
"Chelsea could honestly be the 3rd Migo with me and gee, we all think alike",chelsea could honestly 3rd migo gee think alike,positive,1
@musicnews_YT Beyonce (19) is soon beating (or going to tie) Madonna (20) for most VMA awarded artist. Lady Gaga is 3rd so far,beyonce 19 soon beat go tie madonna 20 vma award artist lady gaga 3rd far,positive,1
"I liked a @YouTube video http://t.co/9y2jx1Ue0z Zac Brown Band with Steven Tyler, Fenway Park, 9 August 2015",like video zac brown band steven tyler fenway park 9 august 2015,positive,1
Re-reading M Palin's 1st diary. Some of the most influential comedy of all time being created while IRA bombs are going off almost monthly.,reading palin 's 1st diary influential comedy time create ira bomb go almost monthly,positive,1
"Samsung launches the Galaxy Note 5, arriving next Friday http://t.co/ABEhR2ymS3",samsung launch galaxy note 5 arrive next friday,positive,1
Way Back Wednesday! Way Back Song of the Day...  Ice Cube - It Was A Good Day http://t.co/eHbjZf63o6,way back wednesday way back song day ... ice cube good day,positive,1
@Mets Can't wait to see David Wright tomorrow.  Take it easy David.  We want you around.  Welcome back.,wait see david wright tomorrow take easy david around welcome back,positive,1
Incredible performance from Paul Dunne ! What a feeling walking up the 18th at St. Andrews as leader must be! #TheOpen,incredible performance paul dunne feeling walk 18th st andrew leader must theopen,positive,1
@candycaneliam @MidnightMiseryx @fandombeliefs and may i remind you that 4/5D look up to Michael Jackson lol,may remind 4/5 look michael jackson lol,positive,1
Triple H was never Ric Flair's Bitch... this Sunday? I'm guna make you mine! @JohnCena 2 @WWERollins ;) #SummerSlam #Badass @WWEUniverse,triple h never ric flair 's bitch ... sunday make 2 ;) summerslam badass,positive,1
Mr Gary Barlow you look hot on X Factor tonight :),mr gary barlow look hot x factor tonight :),positive,1
What a quality result that was beating Barca away.Good memories. Now the future and beating the Manc scum on Saturday.,quality result beat barca away.good memory future beat manc scum saturday,positive,1
@rhettandlink I think you guys are a little excited. National hot dog day is July 23rd.,think guy little excited national hot day july 23rd,positive,1
"@HVatsal Two good options, Xiaomi Mi4 and Moto G 3rd Gen, if you want dual-SIM, expandable storage, 4G, Moto G would be the way to go.",two good option xiaomi mi4 moto g 3rd gen dual sim expandable storage 4 g moto g would way go,positive,1
FINALLY washed off all the blood. I had so much fun running around as Abigail today. Decided I'm doing Nigel and Hannibal tomorrow.,finally wash blood much fun run around abigail today decide nigel hannibal tomorrow,positive,1
@Chrizzle2times I'll be there during the week and imma get Gucci for 6th !!,week imma get gucci 6th,positive,1
28 January 2016 - Workshop in Milan - Digital Transformation the door to success! https://t.co/BbdJq3KJRv,28 january 2016 workshop milan digital transformation success,positive,1
I look forward to Sunday's Big Brother so we can find out exactly what the actual fuck just happened in that double eviction episode. #BB17,look forward sunday 's big brother find exactly actual fuck happen double eviction episode bb17,positive,1
People who know baseball know Thor is the player of the game cause after the 2nd inning he started dealing and kept mets alive,people know baseball know thor player game 2nd inning start deal keep alive,positive,1
@cestwendy @AyeYoVee he may even be hotter than David Beckham,may even hot david beckham,positive,1
Super Eagles up four steps on FIFA Rankings. Now 54 in the world. 10th in africa,super eagle four step fifa ranking 54 world 10th africa,positive,1
It's Friday so . . . Thank you Jimmy Fallon for hours of YouTube entertainment!,friday thank jimmy fallon hour youtube entertainment,positive,1
@blakeyniall happy 18th birthday Niall!! Have the best day! Are you coming out Thursday? xx,happy 18th birthday niall good day thursday xx,positive,1
"When Chuck Norris decides to wake, he makes the sun rise. When he goes to bed, the sun sets, if it knows whats good for it.",chuck norris decide wake make sun rise go bed sun set know good,positive,1
@nintendomad888 @MaireadRalph i'm working to make masked lumen and in March i'll go to cartoomics in milan with a big italian group for bayo,work make masked lumen march go cartoomic milan big italian group bayo,positive,1
A cheeky 61 by Nick Watney good enough to win #CIMBClassic at -22 from @robertgarrigus &amp; @bovanpelt. @TigerWoods closed with 63 to share 4th,cheeky 61 nick watney good enough win cimbclassic 22 close 63 share 4th,positive,1
Just learned that Iron Maiden's new album comes out September 4. Same day as 5FDP's new album. GOD SO MUCH MUSIC IN SO LITTLE TIME,learn iron maiden 's new album september 4 day 5fdp new album god much music little time,positive,1
Galliani confirmed that Boateng will join Milan. He'll be included in the team from 4th of January. #Milan,galliani confirm boateng join milan include team 4th january milan,positive,1
Photo: Understanding the Basics of Google Plus You may have heard people speaking about Google+. It is in... http://t.co/AaDcR0F8pZ,photo understand basic google plus may hear people speak google ...,positive,1
